image,instrument,question_id,concept,question,ground_truth,prediction,axis_2a_content,axis_2b_hedge,axis_1_alignment,axis_1_misaligned_target,axis_3_correctness,axis_4_completeness,axis_5_termination,axis_6_repetition,axis_7_unsupported,core_category,needs_review,toka_q9_limitation
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test2.jpg,toka,q9,description,"Give a description of this instrument including its cultural significance, and role in Assamese music.","The Toka is a traditional Assamese percussion instrument made entirely from bamboo, consisting of two pieces joined and clapped together rhythmically. Its sharp, dry clicking sound provides rhythmic accompaniment that complements heavier instruments like the Dhol. Toka is played by both men and women, making it an inclusive instrument in Assamese folk music.","The Toka is a traditional Assamese percussion instrument made entirely from bamboo, consisting of two pieces joined and clapped together rhythmically. Its sharp, dry clicking sound provides rhythmic accompaniment that complements heavier instruments like the Dhol. Toka is played by both men and women, making it an inclusive",yes,no,aligned,,correct,complete,truncated,absent,none,Correct,FALSE,TRUE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test3.jpg,toka,q1,festival,In which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.,"This small conical wind instrument is blown to produce a sharp, piercing sound. It is played by both men and women.",yes,no,misaligned,sound,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test3.jpg,toka,q2,origin,Where did this instrument originate?,It originated in the rural communities of Assam.,This instrument is made from a single piece of bamboo and consists of two vibrating pieces connected by a string.,yes,no,misaligned,material,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test3.jpg,toka,q3,material,What material is this instrument made of?,This instrument is made of bamboo.,This instrument is made of bamboo.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test3.jpg,toka,q4,parts,Name the major parts of this instrument.,"The main parts of this instrument are two bamboo pieces, hinged joint, and striking ends.","The main parts of this instrument are two bamboo pieces, a hinged joint, and striking ends.",yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test3.jpg,toka,q5,sound,What sound does this instrument produce?,"This instrument produces a sharp, dry clicking sound.","This instrument produces a sharp, dry clicking sound.",yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test3.jpg,toka,q6,traditional_player,Which gender traditionally plays this instrument?,This instrument is traditionally played by both men and women.,This instrument is traditionally played by women.,yes,no,aligned,,incorrect,not_applicable,intact,absent,present,Hallucination,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test3.jpg,toka,q7,playing_method,How is this instrument played?,This instrument is played by clapping the two bamboo pieces against each other.,This instrument is played by clapping the two bamboo pieces together.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test3.jpg,toka,q8,instrument_type,What type of musical instrument is this?,This is a bamboo clapper percussion instrument.,This is a bamboo clapper percussion instrument played by striking the two ends together. It is traditionally played during Rongali Bihu festivals.,yes,no,aligned,,correct,complete,intact,absent,present,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test3.jpg,toka,q9,description,"Give a description of this instrument including its cultural significance, and role in Assamese music.","The Toka is a traditional Assamese percussion instrument made entirely from bamboo, consisting of two pieces joined and clapped together rhythmically. Its sharp, dry clicking sound provides rhythmic accompaniment that complements heavier instruments like the Dhol. Toka is played by both men and women, making it an inclusive instrument in Assamese folk music.","The Toka is a traditional Assamese percussion instrument made entirely from bamboo, consisting of two pieces joined and clapped together rhythmically. Its sharp, dry clicking sound provides rhythmic accompaniment that complements heavier instruments like the Dhol. Toka is played by both men and women, making it an inclusive",yes,no,aligned,,correct,complete,truncated,absent,none,Correct,FALSE,TRUE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test4.jpg,toka,q1,festival,In which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.,This instrument is played during Rongali Bihu which is the spring festival of Assam.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test4.jpg,toka,q2,origin,Where did this instrument originate?,It originated in the rural communities of Assam.,This instrument originated in the rural communities of Assam.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test4.jpg,toka,q3,material,What material is this instrument made of?,This instrument is made of bamboo.,This instrument is made of bamboo.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test4.jpg,toka,q4,parts,Name the major parts of this instrument.,"The main parts of this instrument are two bamboo pieces, hinged joint, and striking ends.",During which festival is this instrument played?,yes,no,misaligned,festival,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test4.jpg,toka,q5,sound,What sound does this instrument produce?,"This instrument produces a sharp, dry clicking sound.","This instrument produces a sharp, dry clicking sound.",yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test4.jpg,toka,q6,traditional_player,Which gender traditionally plays this instrument?,This instrument is traditionally played by both men and women.,This instrument is traditionally played by women.,yes,no,aligned,,incorrect,not_applicable,intact,absent,present,Hallucination,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test4.jpg,toka,q7,playing_method,How is this instrument played?,This instrument is played by clapping the two bamboo pieces against each other.,This instrument is played by striking the two bamboo pieces together near the mouthpiece.,yes,no,aligned,,correct,complete,intact,absent,present,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test4.jpg,toka,q8,instrument_type,What type of musical instrument is this?,This is a bamboo clapper percussion instrument.,"This is a bamboo clapper percussion instrument. It consists of two bamboo pieces that are struck against each other to produce a sharp, dry sound.",yes,no,aligned,,correct,complete,intact,absent,present,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test4.jpg,toka,q9,description,"Give a description of this instrument including its cultural significance, and role in Assamese music.","The Toka is a traditional Assamese percussion instrument made entirely from bamboo, consisting of two pieces joined and clapped together rhythmically. Its sharp, dry clicking sound provides rhythmic accompaniment that complements heavier instruments like the Dhol. Toka is played by both men and women, making it an inclusive instrument in Assamese folk music.","The Toka is a traditional Assamese percussion instrument made entirely from bamboo, consisting of two pieces joined and clapped together rhythmically. Its sharp, dry clicking sound provides rhythmic accompaniment that complements heavier instruments like the Dhol. Toka is played by both men and women, making it an inclusive",yes,no,aligned,,correct,complete,truncated,absent,none,Correct,FALSE,TRUE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q1,festival,In which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.,This instrument is made by splitting a bamboo stick lengthwise and wrapping it with cloth.,yes,no,misaligned,material,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q2,origin,Where did this instrument originate?,It originated in the rural communities of Assam.,This instrument originated in the rural communities of Assam. It is played by plucking both ends of the bamboo tube.,yes,no,aligned,,correct,complete,intact,absent,present,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q3,material,What material is this instrument made of?,This instrument is made of bamboo.,This instrument is made of bamboo.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q4,parts,Name the major parts of this instrument.,"The main parts of this instrument are two bamboo pieces, hinged joint, and striking ends.","The main parts of this instrument are two bamboo pieces, hinged joint, and striking ends.",yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q5,sound,What sound does this instrument produce?,"This instrument produces a sharp, dry clicking sound.","This instrument produces a sharp, dry clicking sound.",yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q6,traditional_player,Which gender traditionally plays this instrument?,This instrument is traditionally played by both men and women.,This instrument is traditionally played by women.,yes,no,aligned,,incorrect,not_applicable,intact,absent,present,Hallucination,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q7,playing_method,How is this instrument played?,This instrument is played by clapping the two bamboo pieces against each other.,This instrument is played by striking the two bamboo pieces together.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q8,instrument_type,What type of musical instrument is this?,This is a bamboo clapper percussion instrument.,"This is a bamboo clapper percussion instrument. It consists of two bamboo pieces that are struck against each other to produce a sharp, dry sound.",yes,no,aligned,,correct,complete,intact,absent,present,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q9,description,"Give a description of this instrument including its cultural significance, and role in Assamese music.","The Toka is a traditional Assamese percussion instrument made entirely from bamboo, consisting of two pieces joined and clapped together rhythmically. Its sharp, dry clicking sound provides rhythmic accompaniment that complements heavier instruments like the Dhol. Toka is played by both men and women, making it an inclusive instrument in Assamese folk music.","The Toka is a traditional Assamese percussion instrument made entirely from bamboo, consisting of two pieces joined and clapped together rhythmically. Its sharp, dry clicking sound provides rhythmic accompaniment that complements heavier instruments like the Dhol. Toka is played by both men and women, making it an inclusive",yes,no,aligned,,correct,complete,truncated,absent,none,Correct,FALSE,TRUE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q1,festival,In which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.,"This small, round, flat percussion instrument is made from a split bamboo or wood cylinder. It is played by striking both ends of the instrument against each other.",yes,no,misaligned,material,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q2,origin,Where did this instrument originate?,It originated in the Brahmaputra valley of Assam.,"This small, conical percussion instrument is made from the hollowed horn or bone of a cattle or buffalo. It is traditionally played during Rongali Bihu celebrations.",yes,no,misaligned,material,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q3,material,What material is this instrument made of?,This instrument is made of bell metal.,This instrument is made of bell metal.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q4,parts,Name the major parts of this instrument.,The main parts of this instrument are two small cymbal discs and connecting cord.,The main parts of this instrument are two small metal discs and connecting cord.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q5,sound,What sound does this instrument produce?,"This instrument produces a bright, high-pitched ringing sound.","This instrument produces a sharp, ringing high-pitched sound.",yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q6,traditional_player,Which gender traditionally plays this instrument?,This instrument is traditionally played by both men and women.,"This small, round, conical percussion instrument is traditionally made from the hollowed stem of a grass plant or bamboo.",yes,no,misaligned,material,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q7,playing_method,How is this instrument played?,This instrument is played by striking the two metal discs against each other.,This instrument is played by striking the two metal discs against each other.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q8,instrument_type,What type of musical instrument is this?,This is a small paired metal cymbal percussion instrument.,"This is a small paired metal cymbal percussion instrument. It consists of two small round metal plates that are struck against each other to produce a sharp, dry sound.",yes,no,aligned,,correct,complete,intact,absent,present,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q9,description,"Give a description of this instrument including its cultural significance, and role in Assamese music.","The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment during Bihu performances. The Khuti-Taal is traditionally played by both men and women and is commonly used alongside the Dhol and Pepa during Rongali Bihu performances. Its metallic timbre and compact size make it an important rhythm-keeping instrument in Assamese folk music.","The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment",yes,no,aligned,,correct,partial,truncated,absent,none,Partial Answer,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q1,festival,In which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.,This instrument is played during Rongali Bihu which is the spring festival of Assam. It is played by both men and women.,yes,no,aligned,,correct,complete,intact,absent,present,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q2,origin,Where did this instrument originate?,It originated in the Brahmaputra valley of Assam.,This instrument originated in the Brahmaputra valley of Assam.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q3,material,What material is this instrument made of?,This instrument is made of bell metal.,This instrument is made of bell metal.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q4,parts,Name the major parts of this instrument.,The main parts of this instrument are two small cymbal discs and connecting cord.,The main parts of this instrument are two small cymbal discs and connecting cord.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q5,sound,What sound does this instrument produce?,"This instrument produces a bright, high-pitched ringing sound.","This instrument produces a sharp, ringing high-pitched sound.",yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q6,traditional_player,Which gender traditionally plays this instrument?,This instrument is traditionally played by both men and women.,This instrument is traditionally played by women.,yes,no,aligned,,incorrect,not_applicable,intact,absent,present,Hallucination,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q7,playing_method,How is this instrument played?,This instrument is played by striking the two metal discs against each other.,This instrument is played by striking the two metal discs against each other.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q8,instrument_type,What type of musical instrument is this?,This is a small paired metal cymbal percussion instrument.,"This is a small paired metal cymbal percussion instrument. It consists of two small round metal discs that are struck against each other to produce a sharp, dry clicking sound.",yes,no,aligned,,correct,complete,intact,absent,present,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q9,description,"Give a description of this instrument including its cultural significance, and role in Assamese music.","The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment during Bihu performances. The Khuti-Taal is traditionally played by both men and women and is commonly used alongside the Dhol and Pepa during Rongali Bihu performances. Its metallic timbre and compact size make it an important rhythm-keeping instrument in Assamese folk music.","The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment",yes,no,aligned,,correct,partial,truncated,absent,none,Partial Answer,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q1,festival,In which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.,This instrument is played during Rongali Bihu which is the spring festival of Assam. It is played by clapping both cymbal halves together.,yes,no,aligned,,correct,complete,intact,absent,present,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q2,origin,Where did this instrument originate?,It originated in the Brahmaputra valley of Assam.,This instrument originated in the Brahmaputra valley of Assam. It is traditionally played during Rongali Bihu.,yes,no,aligned,,correct,complete,intact,absent,present,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q3,material,What material is this instrument made of?,This instrument is made of bell metal.,This instrument is made of bell metal.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q4,parts,Name the major parts of this instrument.,The main parts of this instrument are two small cymbal discs and connecting cord.,The major parts of this instrument are two small cymbal discs and connecting cord.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q5,sound,What sound does this instrument produce?,"This instrument produces a bright, high-pitched ringing sound.","This instrument produces a sharp, metallic ringing sound.",yes,no,aligned,,correct,complete,intact,absent,present,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q6,traditional_player,Which gender traditionally plays this instrument?,This instrument is traditionally played by both men and women.,This instrument is traditionally played by men.,yes,no,aligned,,incorrect,not_applicable,intact,absent,present,Hallucination,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q7,playing_method,How is this instrument played?,This instrument is played by striking the two metal discs against each other.,This instrument is played by striking the two metal discs against each other.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q8,instrument_type,What type of musical instrument is this?,This is a small paired metal cymbal percussion instrument.,"During performances, this instrument is used in pairs and is played by striking both cymbals against each other.",yes,no,aligned,,correct,partial,intact,absent,present,Partial Answer,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q9,description,"Give a description of this instrument including its cultural significance, and role in Assamese music.","The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment during Bihu performances. The Khuti-Taal is traditionally played by both men and women and is commonly used alongside the Dhol and Pepa during Rongali Bihu performances. Its metallic timbre and compact size make it an important rhythm-keeping instrument in Assamese folk music.","The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment",yes,no,aligned,,correct,partial,truncated,absent,none,Partial Answer,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test4.jpg,khutitaal,q1,festival,In which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.,This instrument is played during Rongali Bihu which is the spring festival of Assam.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test4.jpg,khutitaal,q2,origin,Where did this instrument originate?,It originated in the Brahmaputra valley of Assam.,This instrument originated in the Brahmaputra valley of Assam.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test4.jpg,khutitaal,q3,material,What material is this instrument made of?,This instrument is made of bell metal.,This instrument is made of bell metal.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test4.jpg,khutitaal,q4,parts,Name the major parts of this instrument.,The main parts of this instrument are two small cymbal discs and connecting cord.,During which season is this instrument played traditionally?,yes,no,misaligned,festival,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test4.jpg,khutitaal,q5,sound,What sound does this instrument produce?,"This instrument produces a bright, high-pitched ringing sound.","This instrument produces a bright, high-pitched ringing sound.",yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test4.jpg,khutitaal,q6,traditional_player,Which gender traditionally plays this instrument?,This instrument is traditionally played by both men and women.,"During festivals, this instrument is traditionally played by young men.",yes,no,aligned,,incorrect,not_applicable,intact,absent,present,Hallucination,FALSE,FALSE
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test4.jpg,khutitaal,q7,playing_method,How is this instrument played?,This instrument is played by striking the two metal discs against each other.,This instrument is played by striking the two metal discs against each other.,yes,no,aligned,,correct,complete,intact,absent,none,Correct,FALSE,FALSE
