image,instrument,question_id,concept,prediction,axis_1_alignment,axis_2a_content,axis_2b_hedge,axis_3_correctness,axis_4_completeness,axis_5_termination,axis_6_repetition,axis_7_unsupported,core_category,needs_review,toka_q9_limitation
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q1,festival,This instrument is made by splitting a bamboo stick lengthwise and wrapping it with cloth.,misaligned,yes,no,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q2,origin,This instrument originated in the rural communities of Assam. It is played by plucking both ends of the bamboo tube.,aligned,yes,no,correct,complete,intact,absent,present,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q3,material,This instrument is made of bamboo.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q4,parts,"The main parts of this instrument are two bamboo pieces, hinged joint, and striking ends.",aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q5,sound,"This instrument produces a sharp, dry clicking sound.",aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q6,traditional_player,This instrument is traditionally played by women.,aligned,yes,no,incorrect,not_applicable,intact,absent,present,Hallucination,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q7,playing_method,This instrument is played by striking the two bamboo pieces together.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q8,instrument_type,"This is a bamboo clapper percussion instrument. It consists of two bamboo pieces that are struck against each other to produce a sharp, dry sound.",aligned,yes,no,correct,complete,intact,absent,present,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/toka/test/toka_test5.jpg,toka,q9,description,"The Toka is a traditional Assamese percussion instrument made entirely from bamboo, consisting of two pieces joined and clapped together rhythmically. Its sharp, dry clicking sound provides rhythmic accompaniment that complements heavier instruments like the Dhol. Toka is played by both men and women, making it an inclusive instrument in Assamese folk music. It is one of the earliest percussion instruments used in Assamese folk music. The small size of the Toka makes it suitable for accompanying other instruments during live performances.",aligned,yes,no,correct,complete,intact,absent,present,Correct,False,True
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q1,festival,"This small, round, flat percussion instrument is made from a split bamboo or wood cylinder. It is played by striking both ends of the instrument against each other.",misaligned,yes,no,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q2,origin,"This small, conical percussion instrument is made from the hollowed horn or bone of a cattle or buffalo. It is traditionally played during Rongali Bihu celebrations.",misaligned,yes,no,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q3,material,This instrument is made of bell metal.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q4,parts,The main parts of this instrument are two small metal discs and connecting cord.,aligned,yes,no,incorrect,not_applicable,intact,absent,present,Hallucination,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q5,sound,"This instrument produces a sharp, ringing high-pitched sound.",aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q6,traditional_player,"This small, round, conical percussion instrument is traditionally made from the hollowed stem of a grass plant or bamboo.",misaligned,yes,no,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q7,playing_method,This instrument is played by striking the two metal discs against each other.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q8,instrument_type,"This is a small paired metal cymbal percussion instrument. It consists of two small round metal plates that are struck against each other to produce a sharp, dry sound.",aligned,yes,no,correct,complete,intact,absent,present,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test1.jpg,khutitaal,q9,description,"The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment during Bihu performances. The Khuti-Taal is traditionally played by both men and women and is commonly used alongside the Dhol and Pepa during Rongali Bihu performances. Its metallic timbre and compact size make it an important rhythm-keeping instrument in Assamese folk music.",aligned,yes,no,correct,partial,intact,absent,none,Partial Answer,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q1,festival,This instrument is played during Rongali Bihu which is the spring festival of Assam. It is played by both men and women.,aligned,yes,no,correct,complete,intact,absent,present,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q2,origin,This instrument originated in the Brahmaputra valley of Assam.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q3,material,This instrument is made of bell metal.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q4,parts,The main parts of this instrument are two small cymbal discs and connecting cord.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q5,sound,"This instrument produces a sharp, ringing high-pitched sound.",aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q6,traditional_player,This instrument is traditionally played by women.,aligned,yes,no,incorrect,not_applicable,intact,absent,present,Hallucination,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q7,playing_method,This instrument is played by striking the two metal discs against each other.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q8,instrument_type,"This is a small paired metal cymbal percussion instrument. It consists of two small round metal discs that are struck against each other to produce a sharp, dry clicking sound.",aligned,yes,no,correct,complete,intact,absent,present,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test2.jpg,khutitaal,q9,description,"The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment during Bihu performances. The Khuti-Taal is traditionally played by both men and women and is commonly used alongside the Dhol and Pepa during Rongali Bihu performances. Its metallic timbre and compact size make it an important rhythm-keeping instrument in Assamese folk music.",aligned,yes,no,correct,partial,intact,absent,none,Partial Answer,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q1,festival,This instrument is played during Rongali Bihu which is the spring festival of Assam. It is played by clapping both cymbal halves together.,aligned,yes,no,correct,complete,intact,absent,present,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q2,origin,This instrument originated in the Brahmaputra valley of Assam. It is traditionally played during Rongali Bihu.,aligned,yes,no,correct,complete,intact,absent,present,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q3,material,This instrument is made of bell metal.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q4,parts,The major parts of this instrument are two small cymbal discs and connecting cord.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q5,sound,"This instrument produces a sharp, metallic ringing sound.",aligned,yes,no,incorrect,not_applicable,intact,absent,present,Hallucination,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q6,traditional_player,This instrument is traditionally played by men.,aligned,yes,no,incorrect,not_applicable,intact,absent,present,Hallucination,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q7,playing_method,This instrument is played by striking the two metal discs against each other.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q8,instrument_type,"During performances, this instrument is used in pairs and is played by striking both cymbals against each other.",aligned,yes,no,correct,partial,intact,absent,present,Partial Answer,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test3.jpg,khutitaal,q9,description,"The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment during Bihu performances. The Khuti-Taal is traditionally played by both men and women and is commonly used alongside the Dhol and Pepa during Rongali Bihu performances. Its metallic timbre and compact size make it an important rhythm-keeping instrument in Assamese folk music.",aligned,yes,no,correct,partial,intact,absent,none,Partial Answer,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test4.jpg,khutitaal,q1,festival,This instrument is played during Rongali Bihu which is the spring festival of Assam.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test4.jpg,khutitaal,q2,origin,This instrument originated in the Brahmaputra valley of Assam.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test4.jpg,khutitaal,q3,material,This instrument is made of bell metal.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test4.jpg,khutitaal,q4,parts,During which season is this instrument played traditionally?,misaligned,yes,no,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test4.jpg,khutitaal,q5,sound,"This instrument produces a bright, high-pitched ringing sound.",aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test4.jpg,khutitaal,q6,traditional_player,"During festivals, this instrument is traditionally played by young men.",aligned,yes,no,incorrect,not_applicable,intact,absent,present,Hallucination,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test4.jpg,khutitaal,q7,playing_method,This instrument is played by striking the two metal discs against each other.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test4.jpg,khutitaal,q8,instrument_type,"During performances, this instrument is played by striking both cymbal heads together or hitting one head against a hard surface.",misaligned,yes,no,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test4.jpg,khutitaal,q9,description,"The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment during Bihu performances. The Khuti-Taal is traditionally played by both men and women and is commonly used alongside the Dhol and Pepa during Rongali Bihu performances. Its metallic timbre and compact size make it an important rhythm-keeping instrument in Assamese folk music.",aligned,yes,no,correct,partial,intact,absent,none,Partial Answer,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test5.jpg,khutitaal,q1,festival,This small flat percussion instrument is traditionally made from the hollowed horn or bone of a cattle or buffalo. It is played by striking two pieces of the instrument together or against a hard surface.,misaligned,yes,no,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test5.jpg,khutitaal,q2,origin,"This small, conical percussion instrument is traditionally played by men during Rongali Bihu. It is made by shaping a piece of clay or wood into a cone shape and hitting it with the palm of the hand or a stick.",misaligned,yes,no,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test5.jpg,khutitaal,q3,material,This instrument is made of bell metal.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test5.jpg,khutitaal,q4,parts,The main parts of this instrument are two small metal discs and connecting cord.,aligned,yes,no,incorrect,not_applicable,intact,absent,present,Hallucination,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test5.jpg,khutitaal,q5,sound,"This instrument produces a sharp, dry clicking sound.",aligned,yes,no,incorrect,not_applicable,intact,absent,present,Hallucination,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test5.jpg,khutitaal,q6,traditional_player,This instrument is traditionally played by women.,aligned,yes,no,incorrect,not_applicable,intact,absent,present,Hallucination,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test5.jpg,khutitaal,q7,playing_method,This instrument is played by striking the two metal discs against each other.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test5.jpg,khutitaal,q8,instrument_type,"This is a small paired metal cymbal percussion instrument. It consists of two small metal discs that are struck against each other to produce a sharp, dry sound.",aligned,yes,no,correct,complete,intact,absent,present,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/khutitaal/test/khutitaal_test5.jpg,khutitaal,q9,description,"The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment during Bihu performances. The Khuti-Taal is traditionally played by both men and women and is commonly used alongside the Dhol and Pepa during Rongali Bihu performances. Its metallic timbre and compact size make it an important rhythm-keeping instrument in Assamese folk music.",aligned,yes,no,correct,partial,intact,absent,none,Partial Answer,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test1.jpg,xutuli,q1,festival,This instrument is played during Rongali Bihu which is the spring festival of Assam.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test1.jpg,xutuli,q2,origin,This instrument is played by blowing air through the blow hole and covering finger holes.,misaligned,yes,no,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test1.jpg,xutuli,q3,material,This instrument is made of clay or bamboo.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test1.jpg,xutuli,q4,parts,During which festival is this instrument played?,misaligned,yes,no,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test1.jpg,xutuli,q5,sound,"This instrument produces a high-pitched, sharp whistling sound.",aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test1.jpg,xutuli,q6,traditional_player,This instrument is traditionally played by women.,aligned,yes,no,incorrect,not_applicable,intact,absent,present,Hallucination,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test1.jpg,xutuli,q7,playing_method,This instrument is played by blowing air into the blow end and covering finger holes.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test1.jpg,xutuli,q8,instrument_type,This is a small conical end-blown wind instrument made from bamboo or wood. It is played by blowing air into the larger end and covering finger holes.,aligned,yes,no,correct,complete,intact,absent,present,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test1.jpg,xutuli,q9,description,"The Xutuli is a small conical end-blown wind instrument traditionally made from clay or bamboo in the rural communities of Assam. It is played by blowing air directly into one end, producing a distinctly high-pitched, sharp whistling tone. It is an important traditional wind instrument in Assamese folk music. Its compact size and traditional use make it popular during Bihu celebrations.",aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test2.jpg,xutuli,q1,festival,"This small, conical instrument is made from a single piece of stone or bamboo and is traditionally played by women. It is played by blowing air through the narrow end while clapping the two larger ends together.",misaligned,yes,no,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test2.jpg,xutuli,q2,origin,This instrument is played by blowing air into the blow end and covering the finger holes.,misaligned,yes,no,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test2.jpg,xutuli,q3,material,This instrument is made of clay or bamboo.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test2.jpg,xutuli,q4,parts,"The main parts of this instrument are hollow body, blow end, and finger holes.",aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test2.jpg,xutuli,q5,sound,"This instrument produces a high-pitched, sharp whistling sound.",aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test2.jpg,xutuli,q6,traditional_player,This instrument is traditionally played by women.,aligned,yes,no,incorrect,not_applicable,intact,absent,present,Hallucination,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test2.jpg,xutuli,q7,playing_method,This instrument is played by blowing air into the blow end and covering finger holes.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test2.jpg,xutuli,q8,instrument_type,This is a small conical end-blown wind instrument made from the horn of a buffalo or deer. The player blows air into the mouthpiece and blows it out through the blow hole at the opposite end.,aligned,yes,no,correct,complete,intact,absent,present,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test2.jpg,xutuli,q9,description,"The Xutuli is a small conical end-blown wind instrument traditionally made from clay or bamboo in the rural communities of Assam. It is played by blowing air directly into one end, producing a distinctly high-pitched, sharp whistling tone. It is an important traditional wind instrument in Assamese folk music. Its compact size and traditional use make it popular during Bihu celebrations.",aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test3.jpg,xutuli,q1,festival,This small mouthpiece wind instrument is made of bamboo and a piece of cloth or leather. It is blown from the bottom end.,misaligned,yes,no,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test3.jpg,xutuli,q2,origin,This instrument is played by placing both mouthpieces against the cheeks and blowing air through them.,misaligned,yes,no,not_applicable,not_applicable,intact,absent,present,Question Misunderstanding,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test3.jpg,xutuli,q3,material,This instrument is made of clay or bamboo.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test3.jpg,xutuli,q4,parts,"The main parts of this instrument are hollow body, blow end, and finger holes.",aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test3.jpg,xutuli,q5,sound,"This instrument produces a high-pitched, sharp whistling sound.",aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test3.jpg,xutuli,q6,traditional_player,This instrument is traditionally played by women.,aligned,yes,no,incorrect,not_applicable,intact,absent,present,Hallucination,False,False
/kaggle/input/datasets/bbeastboy/assamese-instrument-vlm-datasetqwen2-5-vl-3b/kaggle_dataset32/dataset_32images/xutuli/test/xutuli_test3.jpg,xutuli,q7,playing_method,This instrument is played by blowing air into the blow end and covering finger holes.,aligned,yes,no,correct,complete,intact,absent,none,Correct,False,False
