Image_Name,Instrument,Question,Answer
pepa10.jpg,Pepa,Where did this instrument originate?,Originated in the plains of Assam.
pepa10.jpg,Pepa,What material is this instrument made of?,Made of buffalo horn and reed.
pepa10.jpg,Pepa,What are the parts of this instrument?,"Main parts: buffalo horn body, reed and mouthpiece opening."
pepa10.jpg,Pepa,What sound does this instrument produce?,"Produces a sharp, nasal, piercing sound."
pepa10.jpg,Pepa,Which gender usually plays this instrument?,Traditionally played by men.
pepa10.jpg,Pepa,What is the interaction region of this instrument?,Played by blowing air through the mouthpiece.
pepa10.jpg,Pepa,What type of instrument is this?,A free-reed wind instrument made from natural horn.
pepa10.jpg,Pepa,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Pepa is a traditional Assamese wind instrument crafted from the horn of a male buffalo fitted with a small reed made from bamboo, cane, or wood. Originating in the plains of Assam, it is inseparable from Rongali Bihu celebrations and is recognized as one of the most iconic symbols of Assamese folk culture. Its sharp, nasal tone accompanies Bihu dance performances. It is traditionally played by young men during Bihu festivities."
pepa11.jpg,Pepa,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
pepa11.jpg,Pepa,Where did this instrument originate?,Originated in the plains of Assam.
pepa11.jpg,Pepa,What material is this instrument made of?,Made of buffalo horn and reed.
pepa11.jpg,Pepa,What are the parts of this instrument?,"Main parts: buffalo horn body, reed and mouthpiece opening."
pepa11.jpg,Pepa,What sound does this instrument produce?,"Produces a sharp, nasal, piercing sound."
pepa11.jpg,Pepa,Which gender usually plays this instrument?,Traditionally played by men.
pepa11.jpg,Pepa,What is the interaction region of this instrument?,Played by blowing air through the mouthpiece.
pepa11.jpg,Pepa,What type of instrument is this?,A free-reed wind instrument made from natural horn.
pepa11.jpg,Pepa,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Pepa is a traditional Assamese wind instrument crafted from the horn of a male buffalo fitted with a small reed made from bamboo, cane, or wood. Originating in the plains of Assam, it is inseparable from Rongali Bihu celebrations and is recognized as one of the most iconic symbols of Assamese folk culture. Its sharp, nasal tone accompanies Bihu dance performances. It is traditionally played by young men during Bihu festivities."
gogona2.jpg,Gogona,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
gogona2.jpg,Gogona,Where did this instrument originate?,Originated in the tribal communities of Assam.
gogona2.jpg,Gogona,What material is this instrument made of?,Made of bamboo.
gogona2.jpg,Gogona,What are the parts of this instrument?,"Main parts: frame, vibrating tongue, and plucking end."
gogona2.jpg,Gogona,What sound does this instrument produce?,"Produces a soft, twangy, vibrating sound."
gogona2.jpg,Gogona,Which gender usually plays this instrument?,Traditionally played by young women.
gogona2.jpg,Gogona,What is the interaction region of this instrument?,Played by plucking the vibrating tongue near the mouth.
gogona2.jpg,Gogona,What type of instrument is this?,A mouth-resonated plucked idiophone instrument.
gogona2.jpg,Gogona,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Gogona is a small mouth-resonated plucked idiophone traditionally made from bamboo and associated with the tribal communities of Assam. It is played by holding the frame near the mouth and plucking the vibrating tongue, using the oral cavity as a resonance chamber to amplify and shape its soft, twangy sound. The Gogona is one of the few Assamese instruments traditionally played by young women during Rongali Bihu. Its unique playing technique make it one of the most culturally distinctive instruments of Assam."
gogona3.jpg,Gogona,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
gogona3.jpg,Gogona,Where did this instrument originate?,Originated in the tribal communities of Assam.
gogona3.jpg,Gogona,What material is this instrument made of?,Made of bamboo.
gogona3.jpg,Gogona,What are the parts of this instrument?,"Main parts: frame, vibrating tongue, and plucking end."
gogona3.jpg,Gogona,What sound does this instrument produce?,"Produces a soft, twangy, vibrating sound."
gogona3.jpg,Gogona,Which gender usually plays this instrument?,Traditionally played by young women.
gogona3.jpg,Gogona,What is the interaction region of this instrument?,Played by plucking the vibrating tongue near the mouth.
gogona3.jpg,Gogona,What type of instrument is this?,A mouth-resonated plucked idiophone instrument.
gogona3.jpg,Gogona,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Gogona is a small mouth-resonated plucked idiophone traditionally made from bamboo and associated with the tribal communities of Assam. It is played by holding the frame near the mouth and plucking the vibrating tongue, using the oral cavity as a resonance chamber to amplify and shape its soft, twangy sound. The Gogona is one of the few Assamese instruments traditionally played by young women during Rongali Bihu. Its unique playing technique make it one of the most culturally distinctive instruments of Assam."
gogona4.jpg,Gogona,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
gogona4.jpg,Gogona,Where did this instrument originate?,Originated in the tribal communities of Assam.
gogona4.jpg,Gogona,What material is this instrument made of?,Made of bamboo.
gogona4.jpg,Gogona,What are the parts of this instrument?,"Main parts: frame, vibrating tongue, and plucking end."
gogona4.jpg,Gogona,What sound does this instrument produce?,"Produces a soft, twangy, vibrating sound."
gogona4.jpg,Gogona,Which gender usually plays this instrument?,Traditionally played by young women.
gogona4.jpg,Gogona,What is the interaction region of this instrument?,Played by plucking the vibrating tongue near the mouth.
gogona4.jpg,Gogona,What type of instrument is this?,A mouth-resonated plucked idiophone instrument.
gogona4.jpg,Gogona,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Gogona is a small mouth-resonated plucked idiophone traditionally made from bamboo and associated with the tribal communities of Assam. It is played by holding the frame near the mouth and plucking the vibrating tongue, using the oral cavity as a resonance chamber to amplify and shape its soft, twangy sound. The Gogona is one of the few Assamese instruments traditionally played by young women during Rongali Bihu. Its unique playing technique make it one of the most culturally distinctive instruments of Assam."
gogona5.jpg,Gogona,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
gogona5.jpg,Gogona,Where did this instrument originate?,Originated in the tribal communities of Assam.
gogona5.jpg,Gogona,What material is this instrument made of?,Made of bamboo.
gogona5.jpg,Gogona,What are the parts of this instrument?,"Main parts: frame, vibrating tongue, and plucking end."
gogona5.jpg,Gogona,What sound does this instrument produce?,"Produces a soft, twangy, vibrating sound."
gogona5.jpg,Gogona,Which gender usually plays this instrument?,Traditionally played by young women.
gogona5.jpg,Gogona,What is the interaction region of this instrument?,Played by plucking the vibrating tongue near the mouth.
gogona5.jpg,Gogona,What type of instrument is this?,A mouth-resonated plucked idiophone instrument.
gogona5.jpg,Gogona,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Gogona is a small mouth-resonated plucked idiophone traditionally made from bamboo and associated with the tribal communities of Assam. It is played by holding the frame near the mouth and plucking the vibrating tongue, using the oral cavity as a resonance chamber to amplify and shape its soft, twangy sound. The Gogona is one of the few Assamese instruments traditionally played by young women during Rongali Bihu. Its unique playing technique make it one of the most culturally distinctive instruments of Assam."
gogona6.jpg,Gogona,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
gogona6.jpg,Gogona,Where did this instrument originate?,Originated in the tribal communities of Assam.
gogona6.jpg,Gogona,What material is this instrument made of?,Made of bamboo.
gogona6.jpg,Gogona,What are the parts of this instrument?,"Main parts: frame, vibrating tongue, and plucking end."
gogona6.jpg,Gogona,What sound does this instrument produce?,"Produces a soft, twangy, vibrating sound."
gogona6.jpg,Gogona,Which gender usually plays this instrument?,Traditionally played by young women.
gogona6.jpg,Gogona,What is the interaction region of this instrument?,Played by plucking the vibrating tongue near the mouth.
gogona6.jpg,Gogona,What type of instrument is this?,A mouth-resonated plucked idiophone instrument.
gogona6.jpg,Gogona,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Gogona is a small mouth-resonated plucked idiophone traditionally made from bamboo and associated with the tribal communities of Assam. It is played by holding the frame near the mouth and plucking the vibrating tongue, using the oral cavity as a resonance chamber to amplify and shape its soft, twangy sound. The Gogona is one of the few Assamese instruments traditionally played by young women during Rongali Bihu. Its unique playing technique make it one of the most culturally distinctive instruments of Assam."
gogona7.jpg,Gogona,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
gogona7.jpg,Gogona,Where did this instrument originate?,Originated in the tribal communities of Assam.
gogona7.jpg,Gogona,What material is this instrument made of?,Made of bamboo.
gogona7.jpg,Gogona,What are the parts of this instrument?,"Main parts: frame, vibrating tongue, and plucking end."
gogona7.jpg,Gogona,What sound does this instrument produce?,"Produces a soft, twangy, vibrating sound."
gogona7.jpg,Gogona,Which gender usually plays this instrument?,Traditionally played by young women.
gogona7.jpg,Gogona,What is the interaction region of this instrument?,Played by plucking the vibrating tongue near the mouth.
gogona7.jpg,Gogona,What type of instrument is this?,A mouth-resonated plucked idiophone instrument.
gogona7.jpg,Gogona,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Gogona is a small mouth-resonated plucked idiophone traditionally made from bamboo and associated with the tribal communities of Assam. It is played by holding the frame near the mouth and plucking the vibrating tongue, using the oral cavity as a resonance chamber to amplify and shape its soft, twangy sound. The Gogona is one of the few Assamese instruments traditionally played by young women during Rongali Bihu. Its unique playing technique make it one of the most culturally distinctive instruments of Assam."
gogona8.jpg,Gogona,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
gogona8.jpg,Gogona,Where did this instrument originate?,Originated in the tribal communities of Assam.
gogona8.jpg,Gogona,What material is this instrument made of?,Made of bamboo.
gogona8.jpg,Gogona,What are the parts of this instrument?,"Main parts: frame, vibrating tongue, and plucking end."
gogona8.jpg,Gogona,What sound does this instrument produce?,"Produces a soft, twangy, vibrating sound."
gogona8.jpg,Gogona,Which gender usually plays this instrument?,Traditionally played by young women.
gogona8.jpg,Gogona,What is the interaction region of this instrument?,Played by plucking the vibrating tongue near the mouth.
gogona8.jpg,Gogona,What type of instrument is this?,A mouth-resonated plucked idiophone instrument.
gogona8.jpg,Gogona,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Gogona is a small mouth-resonated plucked idiophone traditionally made from bamboo and associated with the tribal communities of Assam. It is played by holding the frame near the mouth and plucking the vibrating tongue, using the oral cavity as a resonance chamber to amplify and shape its soft, twangy sound. The Gogona is one of the few Assamese instruments traditionally played by young women during Rongali Bihu. Its unique playing technique make it one of the most culturally distinctive instruments of Assam."
toka2.jpg,Toka,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
toka2.jpg,Toka,Where did this instrument originate?,Originated in the rural communities of Assam.
toka2.jpg,Toka,What material is this instrument made of?,Made of bamboo.
toka2.jpg,Toka,What are the parts of this instrument?,"Main parts: two bamboo pieces, hinged joint, and striking ends."
toka2.jpg,Toka,What sound does this instrument produce?,"Produces a sharp, dry clicking sound."
toka2.jpg,Toka,Which gender usually plays this instrument?,Traditionally played by both men and women.
toka2.jpg,Toka,What is the interaction region of this instrument?,Played by clapping the two bamboo pieces against each other.
toka2.jpg,Toka,What type of instrument is this?,A bamboo clapper percussion instrument.
toka2.jpg,Toka,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Toka is a traditional Assamese percussion instrument made entirely from bamboo, consisting of two pieces joined and clapped together rhythmically. Originating in the rural communities of Assam, it is a commonly used folk instrument used during Rongali Bihu celebrations. Its sharp, dry clicking sound provides rhythmic accompaniment that complements heavier instruments like the Dhol. Toka is played by both men and women, making it an inclusive instrument in Assamese folk music."
toka3.jpg,Toka,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
toka3.jpg,Toka,Where did this instrument originate?,Originated in the rural communities of Assam.
toka3.jpg,Toka,What material is this instrument made of?,Made of bamboo.
toka3.jpg,Toka,What are the parts of this instrument?,"Main parts: two bamboo pieces, hinged joint, and striking ends."
toka3.jpg,Toka,What sound does this instrument produce?,"Produces a sharp, dry clicking sound."
toka3.jpg,Toka,Which gender usually plays this instrument?,Traditionally played by both men and women.
toka3.jpg,Toka,What is the interaction region of this instrument?,Played by clapping the two bamboo pieces against each other.
toka3.jpg,Toka,What type of instrument is this?,A bamboo clapper percussion instrument.
toka3.jpg,Toka,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Toka is a traditional Assamese percussion instrument made entirely from bamboo, consisting of two pieces joined and clapped together rhythmically. Originating in the rural communities of Assam, it is a commonly used folk instrument used during Rongali Bihu celebrations. Its sharp, dry clicking sound provides rhythmic accompaniment that complements heavier instruments like the Dhol. Toka is played by both men and women, making it an inclusive instrument in Assamese folk music."
toka4.jpg,Toka,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
toka4.jpg,Toka,Where did this instrument originate?,Originated in the rural communities of Assam.
toka4.jpg,Toka,What material is this instrument made of?,Made of bamboo.
toka4.jpg,Toka,What are the parts of this instrument?,"Main parts: two bamboo pieces, hinged joint, and striking ends."
toka4.jpg,Toka,What sound does this instrument produce?,"Produces a sharp, dry clicking sound."
toka4.jpg,Toka,Which gender usually plays this instrument?,Traditionally played by both men and women.
toka4.jpg,Toka,What is the interaction region of this instrument?,Played by clapping the two bamboo pieces against each other.
toka4.jpg,Toka,What type of instrument is this?,A bamboo clapper percussion instrument.
toka4.jpg,Toka,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Toka is a traditional Assamese percussion instrument made entirely from bamboo, consisting of two pieces joined and clapped together rhythmically. Originating in the rural communities of Assam, it is a commonly used folk instrument used during Rongali Bihu celebrations. Its sharp, dry clicking sound provides rhythmic accompaniment that complements heavier instruments like the Dhol. Toka is played by both men and women, making it an inclusive instrument in Assamese folk music."
toka5.jpg,Toka,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
toka5.jpg,Toka,Where did this instrument originate?,Originated in the rural communities of Assam.
toka5.jpg,Toka,What material is this instrument made of?,Made of bamboo.
toka5.jpg,Toka,What are the parts of this instrument?,"Main parts: two bamboo pieces, hinged joint, and striking ends."
toka5.jpg,Toka,What sound does this instrument produce?,"Produces a sharp, dry clicking sound."
toka5.jpg,Toka,Which gender usually plays this instrument?,Traditionally played by both men and women.
toka5.jpg,Toka,What is the interaction region of this instrument?,Played by clapping the two bamboo pieces against each other.
toka5.jpg,Toka,What type of instrument is this?,A bamboo clapper percussion instrument.
toka5.jpg,Toka,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Toka is a traditional Assamese percussion instrument made entirely from bamboo, consisting of two pieces joined and clapped together rhythmically. Originating in the rural communities of Assam, it is a commonly used folk instrument used during Rongali Bihu celebrations. Its sharp, dry clicking sound provides rhythmic accompaniment that complements heavier instruments like the Dhol. Toka is played by both men and women, making it an inclusive instrument in Assamese folk music."
toka6.jpg,Toka,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
toka6.jpg,Toka,Where did this instrument originate?,Originated in the rural communities of Assam.
toka6.jpg,Toka,What material is this instrument made of?,Made of bamboo.
toka6.jpg,Toka,What are the parts of this instrument?,"Main parts: two bamboo pieces, hinged joint, and striking ends."
toka6.jpg,Toka,What sound does this instrument produce?,"Produces a sharp, dry clicking sound."
toka6.jpg,Toka,Which gender usually plays this instrument?,Traditionally played by both men and women.
toka6.jpg,Toka,What is the interaction region of this instrument?,Played by clapping the two bamboo pieces against each other.
toka6.jpg,Toka,What type of instrument is this?,A bamboo clapper percussion instrument.
toka6.jpg,Toka,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Toka is a traditional Assamese percussion instrument made entirely from bamboo, consisting of two pieces joined and clapped together rhythmically. Originating in the rural communities of Assam, it is a commonly used folk instrument used during Rongali Bihu celebrations. Its sharp, dry clicking sound provides rhythmic accompaniment that complements heavier instruments like the Dhol. Toka is played by both men and women, making it an inclusive instrument in Assamese folk music."
toka7.jpg,Toka,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
toka7.jpg,Toka,Where did this instrument originate?,Originated in the rural communities of Assam.
toka7.jpg,Toka,What material is this instrument made of?,Made of bamboo.
toka7.jpg,Toka,What are the parts of this instrument?,"Main parts: two bamboo pieces, hinged joint, and striking ends."
toka7.jpg,Toka,What sound does this instrument produce?,"Produces a sharp, dry clicking sound."
toka7.jpg,Toka,Which gender usually plays this instrument?,Traditionally played by both men and women.
toka7.jpg,Toka,What is the interaction region of this instrument?,Played by clapping the two bamboo pieces against each other.
toka7.jpg,Toka,What type of instrument is this?,A bamboo clapper percussion instrument.
toka7.jpg,Toka,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Toka is a traditional Assamese percussion instrument made entirely from bamboo, consisting of two pieces joined and clapped together rhythmically. Originating in the rural communities of Assam, it is a commonly used folk instrument used during Rongali Bihu celebrations. Its sharp, dry clicking sound provides rhythmic accompaniment that complements heavier instruments like the Dhol. Toka is played by both men and women, making it an inclusive instrument in Assamese folk music."
toka8.jpg,Toka,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
toka8.jpg,Toka,Where did this instrument originate?,Originated in the rural communities of Assam.
toka8.jpg,Toka,What material is this instrument made of?,Made of bamboo.
toka8.jpg,Toka,What are the parts of this instrument?,"Main parts: two bamboo pieces, hinged joint, and striking ends."
toka8.jpg,Toka,What sound does this instrument produce?,"Produces a sharp, dry clicking sound."
toka8.jpg,Toka,Which gender usually plays this instrument?,Traditionally played by both men and women.
toka8.jpg,Toka,What is the interaction region of this instrument?,Played by clapping the two bamboo pieces against each other.
toka8.jpg,Toka,What type of instrument is this?,A bamboo clapper percussion instrument.
toka8.jpg,Toka,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Toka is a traditional Assamese percussion instrument made entirely from bamboo, consisting of two pieces joined and clapped together rhythmically. Originating in the rural communities of Assam, it is a commonly used folk instrument used during Rongali Bihu celebrations. Its sharp, dry clicking sound provides rhythmic accompaniment that complements heavier instruments like the Dhol. Toka is played by both men and women, making it an inclusive instrument in Assamese folk music."
khutitaal2.jpg,Khutitaal,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
khutitaal2.jpg,Khutitaal,Where did this instrument originate?,Originated in the Brahmaputra valley of Assam.
khutitaal2.jpg,Khutitaal,What material is this instrument made of?,Made of bell metal (brass alloy).
khutitaal2.jpg,Khutitaal,What are the parts of this instrument?,Main parts: two small cymbal discs and connecting cord.
khutitaal2.jpg,Khutitaal,What sound does this instrument produce?,"Produces a bright, high-pitched ringing sound."
khutitaal2.jpg,Khutitaal,Which gender usually plays this instrument?,Traditionally played by both men and women.
khutitaal2.jpg,Khutitaal,What is the interaction region of this instrument?,Played by striking the two metal discs against each other.
khutitaal2.jpg,Khutitaal,What type of instrument is this?,A small paired metal cymbal percussion instrument.
khutitaal2.jpg,Khutitaal,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment during Bihu performances. The Khuti-Taal is traditionally played by women and is commonly used alongside the Dhol and Pepa during Rongali Bihu performances. Its metallic timbre and compact size make it an important rhythm-keeping instrument in Assamese folk music."
khutitaal3.jpg,Khutitaal,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
khutitaal3.jpg,Khutitaal,Where did this instrument originate?,Originated in the Brahmaputra valley of Assam.
khutitaal3.jpg,Khutitaal,What material is this instrument made of?,Made of bell metal (brass alloy).
khutitaal3.jpg,Khutitaal,What are the parts of this instrument?,Main parts: two small cymbal discs and connecting cord.
khutitaal3.jpg,Khutitaal,What sound does this instrument produce?,"Produces a bright, high-pitched ringing sound."
khutitaal3.jpg,Khutitaal,Which gender usually plays this instrument?,Traditionally played by both men and women.
khutitaal3.jpg,Khutitaal,What is the interaction region of this instrument?,Played by striking the two metal discs against each other.
khutitaal3.jpg,Khutitaal,What type of instrument is this?,A small paired metal cymbal percussion instrument.
khutitaal3.jpg,Khutitaal,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment during Bihu performances. The Khuti-Taal is traditionally played by women and is commonly used alongside the Dhol and Pepa during Rongali Bihu performances. Its metallic timbre and compact size make it an important rhythm-keeping instrument in Assamese folk music."
khutitaal4.jpg,Khutitaal,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
khutitaal4.jpg,Khutitaal,Where did this instrument originate?,Originated in the Brahmaputra valley of Assam.
khutitaal4.jpg,Khutitaal,What material is this instrument made of?,Made of bell metal (brass alloy).
khutitaal4.jpg,Khutitaal,What are the parts of this instrument?,Main parts: two small cymbal discs and connecting cord.
khutitaal4.jpg,Khutitaal,What sound does this instrument produce?,"Produces a bright, high-pitched ringing sound."
khutitaal4.jpg,Khutitaal,Which gender usually plays this instrument?,Traditionally played by both men and women.
khutitaal4.jpg,Khutitaal,What is the interaction region of this instrument?,Played by striking the two metal discs against each other.
khutitaal4.jpg,Khutitaal,What type of instrument is this?,A small paired metal cymbal percussion instrument.
khutitaal4.jpg,Khutitaal,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment during Bihu performances. The Khuti-Taal is traditionally played by women and is commonly used alongside the Dhol and Pepa during Rongali Bihu performances. Its metallic timbre and compact size make it an important rhythm-keeping instrument in Assamese folk music."
khutitaal5.jpg,Khutitaal,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
khutitaal5.jpg,Khutitaal,Where did this instrument originate?,Originated in the Brahmaputra valley of Assam.
khutitaal5.jpg,Khutitaal,What material is this instrument made of?,Made of bell metal (brass alloy).
khutitaal5.jpg,Khutitaal,What are the parts of this instrument?,Main parts: two small cymbal discs and connecting cord.
khutitaal5.jpg,Khutitaal,What sound does this instrument produce?,"Produces a bright, high-pitched ringing sound."
khutitaal5.jpg,Khutitaal,Which gender usually plays this instrument?,Traditionally played by both men and women.
khutitaal5.jpg,Khutitaal,What is the interaction region of this instrument?,Played by striking the two metal discs against each other.
khutitaal5.jpg,Khutitaal,What type of instrument is this?,A small paired metal cymbal percussion instrument.
khutitaal5.jpg,Khutitaal,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment during Bihu performances. The Khuti-Taal is traditionally played by women and is commonly used alongside the Dhol and Pepa during Rongali Bihu performances. Its metallic timbre and compact size make it an important rhythm-keeping instrument in Assamese folk music."
khutitaal6.jpg,Khutitaal,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
khutitaal6.jpg,Khutitaal,Where did this instrument originate?,Originated in the Brahmaputra valley of Assam.
khutitaal6.jpg,Khutitaal,What material is this instrument made of?,Made of bell metal (brass alloy).
khutitaal6.jpg,Khutitaal,What are the parts of this instrument?,Main parts: two small cymbal discs and connecting cord.
khutitaal6.jpg,Khutitaal,What sound does this instrument produce?,"Produces a bright, high-pitched ringing sound."
khutitaal6.jpg,Khutitaal,Which gender usually plays this instrument?,Traditionally played by both men and women.
khutitaal6.jpg,Khutitaal,What is the interaction region of this instrument?,Played by striking the two metal discs against each other.
khutitaal6.jpg,Khutitaal,What type of instrument is this?,A small paired metal cymbal percussion instrument.
khutitaal6.jpg,Khutitaal,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment during Bihu performances. The Khuti-Taal is traditionally played by women and is commonly used alongside the Dhol and Pepa during Rongali Bihu performances. Its metallic timbre and compact size make it an important rhythm-keeping instrument in Assamese folk music."
khutitaal7.jpg,Khutitaal,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
khutitaal7.jpg,Khutitaal,Where did this instrument originate?,Originated in the Brahmaputra valley of Assam.
khutitaal7.jpg,Khutitaal,What material is this instrument made of?,Made of bell metal (brass alloy).
khutitaal7.jpg,Khutitaal,What are the parts of this instrument?,Main parts: two small cymbal discs and connecting cord.
khutitaal7.jpg,Khutitaal,What sound does this instrument produce?,"Produces a bright, high-pitched ringing sound."
khutitaal7.jpg,Khutitaal,Which gender usually plays this instrument?,Traditionally played by both men and women.
khutitaal7.jpg,Khutitaal,What is the interaction region of this instrument?,Played by striking the two metal discs against each other.
khutitaal7.jpg,Khutitaal,What type of instrument is this?,A small paired metal cymbal percussion instrument.
khutitaal7.jpg,Khutitaal,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment during Bihu performances. The Khuti-Taal is traditionally played by women and is commonly used alongside the Dhol and Pepa during Rongali Bihu performances. Its metallic timbre and compact size make it an important rhythm-keeping instrument in Assamese folk music."
khutitaal8.jpg,Khutitaal,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
khutitaal8.jpg,Khutitaal,Where did this instrument originate?,Originated in the Brahmaputra valley of Assam.
khutitaal8.jpg,Khutitaal,What material is this instrument made of?,Made of bell metal (brass alloy).
khutitaal8.jpg,Khutitaal,What are the parts of this instrument?,Main parts: two small cymbal discs and connecting cord.
khutitaal8.jpg,Khutitaal,What sound does this instrument produce?,"Produces a bright, high-pitched ringing sound."
khutitaal8.jpg,Khutitaal,Which gender usually plays this instrument?,Traditionally played by both men and women.
khutitaal8.jpg,Khutitaal,What is the interaction region of this instrument?,Played by striking the two metal discs against each other.
khutitaal8.jpg,Khutitaal,What type of instrument is this?,A small paired metal cymbal percussion instrument.
khutitaal8.jpg,Khutitaal,"Give a detailed description of this instrument including its origin, cultural significance, and role in Assamese music?","The Khuti-Taal is a small paired cymbal instrument made of bell metal, a brass alloy traditionally crafted in the Brahmaputra valley of Assam. It consists of two small metal discs connected by a cord and struck together to produce a bright, high-pitched ringing sound that provides rhythmic accompaniment during Bihu performances. The Khuti-Taal is traditionally played by women and is commonly used alongside the Dhol and Pepa during Rongali Bihu performances. Its metallic timbre and compact size make it an important rhythm-keeping instrument in Assamese folk music."
khutitaal9.jpg,Khutitaal,In which festival is this instrument used?,"Used during Rongali or Bohag Bihu, the spring festival of Assam."
khutitaal9.jpg,Khutitaal,Where did this instrument originate?,Originated in the Brahmaputra valley of Assam.
khutitaal9.jpg,Khutitaal,What material is this instrument made of?,Made of bell metal (brass alloy).
khutitaal9.jpg,Khutitaal,What are the parts of this instrument?,Main parts: two small cymbal discs and connecting cord.
khutitaal9.jpg,Khutitaal,What sound does this instrument produce?,"Produces a bright, high-pitched ringing sound."
khutitaal9.jpg,Khutitaal,Which gender usually plays this instrument?,Traditionally played by both men and women.
khutitaal9.jpg,Khutitaal,What is the interaction region of this instrument?,Played by striking the two metal discs against each other.
khutitaal9.jpg,Khutitaal,What type of instrument is this?,A small paired metal cymbal percussion instrument.
